label,episode_id,window,interval,segment_id,engine,side,onset_pnl_inr,onset_entry_ts,policy_action,policy_entry_ts,policy_wait_sec,policy_predicted_ev_inr,policy_pnl_inr,episode_checkpoints
historical_walkforward,historical7d|1s|1|1|1259,historical7d,1s,1,PRIMARY,SELL,-5.700000000001637,1789743101.992,TAKE,1789743101.992,0.0,18.785467608079454,-5.700000000001637,1
historical_walkforward,historical7d|1s|1|1|1260,historical7d,1s,1,PRIMARY,SELL,-4.425000000001091,1789743111.956,TAKE,1789743111.956,0.0,8.369919083867593,-4.425000000001091,1
historical_walkforward,historical7d|1s|1|1|1261,historical7d,1s,1,PRIMARY,SELL,-4.499999999999318,1789743117.811,TAKE,1789743117.811,0.0,9.081631525735029,-4.499999999999318,2
historical_walkforward,historical7d|1s|1|1|1262,historical7d,1s,1,PRIMARY,SELL,-4.387500000000273,1789743125.579,TAKE,1789743125.579,0.0,7.4711122693901615,-4.387500000000273,2
historical_walkforward,historical7d|1s|1|1|1263,historical7d,1s,1,PRIMARY,SELL,-6.112500000000409,1789743246.967,TAKE,1789743246.967,0.0,10.0729377690106,-6.112500000000409,1
historical_walkforward,historical7d|1s|1|1|1264,historical7d,1s,1,PRIMARY,SELL,-5.100000000002183,1789743250.965,TAKE,1789743250.965,0.0,18.69052723860788,-5.100000000002183,1
historical_walkforward,historical7d|1s|1|1|1265,historical7d,1s,1,PRIMARY,SELL,-5.887499999998909,1789743254.8209999,TAKE,1789743254.8209999,0.0,15.563720083111312,-5.887499999998909,1
historical_walkforward,historical7d|1s|1|1|1266,historical7d,1s,1,PRIMARY,SELL,-6.674999999999046,1789743257.978,TAKE,1789743257.978,0.0,19.47896198091591,-6.674999999999046,1
historical_walkforward,historical7d|1s|1|1|1267,historical7d,1s,1,PRIMARY,SELL,-6.712499999999864,1789743261.835,TAKE,1789743261.835,0.0,17.209753263638458,-6.712499999999864,1
historical_walkforward,historical7d|1s|1|1|1268,historical7d,1s,1,PRIMARY,SELL,-6.037500000002183,1789743273.411,TAKE,1789743273.411,0.0,16.76168647922755,-6.037500000002183,1
historical_walkforward,historical7d|1s|1|1|1269,historical7d,1s,1,PRIMARY,SELL,-5.512500000000955,1789743278.109,TAKE,1789743278.109,0.0,7.3298625076960695,-5.512500000000955,1
historical_walkforward,historical7d|1s|1|1|1270,historical7d,1s,1,PRIMARY,SELL,-5.887499999998909,1789743281.415,TAKE,1789743281.415,0.0,6.95457429762371,-5.887499999998909,1
historical_walkforward,historical7d|1s|1|1|1271,historical7d,1s,1,PRIMARY,SELL,-5.5874999999991815,1789743285.274,TAKE,1789743285.274,0.0,10.84868590283357,-5.5874999999991815,1
historical_walkforward,historical7d|1s|1|1|1272,historical7d,1s,1,PRIMARY,SELL,-6.112500000000409,1789743287.725,TAKE,1789743287.725,0.0,9.57786861774604,-6.112500000000409,1
historical_walkforward,historical7d|1s|1|1|1273,historical7d,1s,1,PRIMARY,SELL,-5.812500000000682,1789743290.7350001,TAKE,1789743290.7350001,0.0,8.79486351432714,-5.812500000000682,2
historical_walkforward,historical7d|1s|1|1|1274,historical7d,1s,1,PRIMARY,SELL,-5.5874999999991815,1789743294.496,TAKE,1789743294.496,0.0,9.882575661314625,-5.5874999999991815,1
historical_walkforward,historical7d|1s|1|1|1275,historical7d,1s,1,PRIMARY,SELL,-6.750000000000681,1789743296.996,TAKE,1789743296.996,0.0,5.8992104083417685,-6.750000000000681,1
historical_walkforward,historical7d|1s|1|1|1278,historical7d,1s,1,PRIMARY,SELL,20.999999999997954,1789743963.9420002,TAKE,1789743963.9420002,0.0,3.5586678655764334,20.999999999997954,2
historical_walkforward,historical7d|1s|1|1|1280,historical7d,1s,1,PRIMARY,SELL,20.962500000000546,1789743967.948,TAKE,1789743967.948,0.0,4.03363717674098,20.962500000000546,2
historical_walkforward,historical7d|1s|1|1|1281,historical7d,1s,1,PRIMARY,SELL,-15.112499999999045,1789743974.809,TAKE,1789743974.809,0.0,1.9835174998224079,-15.112499999999045,2
historical_walkforward,historical7d|1s|1|1|1282,historical7d,1s,1,PRIMARY,SELL,22.68749999999727,1789743980.9689999,TAKE,1789743980.9689999,0.0,8.871780248022162,22.68749999999727,1
historical_walkforward,historical7d|1s|1|1|1283,historical7d,1s,1,PRIMARY,SELL,-15.749999999999318,1789743983.967,TAKE,1789743983.967,0.0,9.641852067317693,-15.749999999999318,3
historical_walkforward,historical7d|1s|1|1|1284,historical7d,1s,1,PRIMARY,SELL,28.049999999998363,1789743993.9950001,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|1|1|1285,historical7d,1s,1,PRIMARY,SELL,28.462500000000546,1789744017.9190001,TAKE,1789744017.9190001,0.0,18.067146212979477,28.462500000000546,1
historical_walkforward,historical7d|1s|1|1|1286,historical7d,1s,1,PRIMARY,SELL,-16.42500000000041,1789744057.979,TAKE,1789744057.979,0.0,7.4422681470144765,-16.42500000000041,1
historical_walkforward,historical7d|1s|1|1|1287,historical7d,1s,1,PRIMARY,SELL,-15.2250000000015,1789744061.825,TAKE,1789744061.825,0.0,14.272748908981539,-15.2250000000015,3
historical_walkforward,historical7d|1s|1|1|1288,historical7d,1s,1,PRIMARY,SELL,-15.074999999998225,1789744068.9459999,TAKE,1789744068.9459999,0.0,17.39321636433744,-15.074999999998225,1
historical_walkforward,historical7d|1s|1|1|1289,historical7d,1s,1,PRIMARY,SELL,-15.187500000000682,1789744072.9980001,TAKE,1789744072.9980001,0.0,15.967803032211634,-15.187500000000682,1
historical_walkforward,historical7d|1s|1|1|1290,historical7d,1s,1,PRIMARY,SELL,-16.462499999997817,1789744076.951,TAKE,1789744076.951,0.0,13.144560197347746,-16.462499999997817,1
historical_walkforward,historical7d|1s|1|1|1298,historical7d,1s,1,PRIMARY,SELL,-17.737500000001774,1789744864.826,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|1|1|1300,historical7d,1s,1,PRIMARY,SELL,-17.85000000000082,1789744866.728,TAKE,1789744866.728,0.0,0.06923196250385849,-17.85000000000082,1
historical_walkforward,historical7d|1s|1|1|1301,historical7d,1s,1,PRIMARY,SELL,-15.525000000001228,1789744877.691,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|1|1|1302,historical7d,1s,1,PRIMARY,SELL,-15.149999999999864,1789744887.952,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|1|1|1303,historical7d,1s,1,PRIMARY,SELL,-15.037500000000819,1789744890.9580002,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|1|1|1305,historical7d,1s,1,PRIMARY,SELL,-15.22499999999809,1789744905.98,TAKE,1789744905.98,0.0,2.0826078127208785,-15.22499999999809,2
historical_walkforward,historical7d|1s|1|1|1308,historical7d,1s,1,PRIMARY,SELL,-15.67500000000109,1789744914.94,TAKE,1789744916.997,2.056999921798706,1.4297858919429642,-15.637500000000271,2
historical_walkforward,historical7d|1s|1|1|1309,historical7d,1s,1,PRIMARY,SELL,-15.262499999998907,1789744928.964,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|1|1|1310,historical7d,1s,1,PRIMARY,SELL,-15.075000000001635,1789744933.964,TAKE,1789744933.964,0.0,0.9975632074523374,-15.075000000001635,1
historical_walkforward,historical7d|1s|1|1|1311,historical7d,1s,1,PRIMARY,SELL,-15.337500000000546,1789744937.922,TAKE,1789744937.922,0.0,0.2195208839704656,-15.337500000000546,2
historical_walkforward,historical7d|1s|1|1|1312,historical7d,1s,1,PRIMARY,SELL,-15.562499999998636,1789744943.98,TAKE,1789744943.98,0.0,0.12030475682564518,-15.562499999998636,1
historical_walkforward,historical7d|1s|1|1|1313,historical7d,1s,1,PRIMARY,SELL,-15.0,1789744952.591,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|1|1|1314,historical7d,1s,1,PRIMARY,SELL,-16.38749999999959,1789744999.908,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|1|1|1315,historical7d,1s,1,PRIMARY,SELL,-15.7124999999985,1789745002.8579998,TAKE,1789745002.8579998,0.0,1.9858085775066503,-15.7124999999985,2
